,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_col_transformer__Direction,param_col_transformer__Speed,param_model,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
96,0.00019936561584472657,0.0003987312316894531,0.0,0.0,OneHotEncoder(),StandardScaler(),"(GradientBoostingRegressor(), {'gradient_boosting__n_estimators': [50, 100, 200], 'gradient_boosting__learning_rate': [0.01, 0.1, 1], 'gradient_boosting__max_depth': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (GradientBoostingRegressor(), {'gradient_boosting__n_estimators': [50, 100, 200], 'gradient_boosting__learning_rate': [0.01, 0.1, 1], 'gradient_boosting__max_depth': [5, 10, 20]})}",,,,,,,,10
97,0.0,0.0,0.0,0.0,OneHotEncoder(),StandardScaler(),"(KNeighborsRegressor(), {'knn__n_neighbors': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (KNeighborsRegressor(), {'knn__n_neighbors': [5, 10, 20]})}",,,,,,,,10
98,0.00019979476928710938,0.00039958953857421875,0.0,0.0,OneHotEncoder(),StandardScaler(),"(SVR(), {'svr__C': [0.1, 1, 10], 'svr__gamma': ['scale', 'auto']})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (SVR(), {'svr__C': [0.1, 1, 10], 'svr__gamma': ['scale', 'auto']})}",,,,,,,,10
99,0.0007963180541992188,0.0003981803271598128,0.0,0.0,OneHotEncoder(),StandardScaler(),"(MLPRegressor(), {'mlp__hidden_layer_sizes': [(50,), (100,), (50, 50)], 'mlp__activation': ['relu', 'tanh', 'logistic'], 'mlp__alpha': [0.0001, 0.001, 0.01], 'mlp__learning_rate': ['constant', 'invscaling', 'adaptive']})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (MLPRegressor(), {'mlp__hidden_layer_sizes': [(50,), (100,), (50, 50)], 'mlp__activation': ['relu', 'tanh', 'logistic'], 'mlp__alpha': [0.0001, 0.001, 0.01], 'mlp__learning_rate': ['constant', 'invscaling', 'adaptive']})}",,,,,,,,10
100,0.004999113082885742,0.000894577383208078,0.002000761032104492,1.3687801451117825e-06,OneHotEncoder(),PolynomialFeatures(),LinearRegression(),"{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': PolynomialFeatures(), 'model': LinearRegression()}",-35.693700363968645,-60.14646345690446,-58.45919964356703,-34.81542995551586,-39.406860485405986,-45.7043307810724,11.222307165527248,2
101,0.0008016109466552734,0.00040086348535696274,0.0,0.0,OneHotEncoder(),PolynomialFeatures(),"(Ridge(), {'ridge__alpha': [0.1, 1, 10]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': PolynomialFeatures(), 'model': (Ridge(), {'ridge__alpha': [0.1, 1, 10]})}",,,,,,,,10
102,0.0,0.0,0.0,0.0,OneHotEncoder(),PolynomialFeatures(),"(Lasso(), {'lasso__alpha': [0.1, 1, 10]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': PolynomialFeatures(), 'model': (Lasso(), {'lasso__alpha': [0.1, 1, 10]})}",,,,,,,,10
103,0.0,0.0,0.0,0.0,OneHotEncoder(),PolynomialFeatures(),"(ElasticNet(), {'elastic_net__alpha': [0.1, 1, 10], 'elastic_net__l1_ratio': [0.25, 0.5, 0.75]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': PolynomialFeatures(), 'model': (ElasticNet(), {'elastic_net__alpha': [0.1, 1, 10], 'elastic_net__l1_ratio': [0.25, 0.5, 0.75]})}",,,,,,,,10
104,0.0,0.0,0.0,0.0,OneHotEncoder(),PolynomialFeatures(),"(DecisionTreeRegressor(), {'decision_tree__max_depth': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': PolynomialFeatures(), 'model': (DecisionTreeRegressor(), {'decision_tree__max_depth': [5, 10, 20]})}",,,,,,,,10
105,0.0,0.0,0.0,0.0,OneHotEncoder(),PolynomialFeatures(),"(RandomForestRegressor(), {'random_forest__n_estimators': [50, 100, 200], 'random_forest__max_depth': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': PolynomialFeatures(), 'model': (RandomForestRegressor(), {'random_forest__n_estimators': [50, 100, 200], 'random_forest__max_depth': [5, 10, 20]})}",,,,,,,,10
